Context,intent,context_rw
"I'm dating this guy, Peter. My friend Jennifer used to date him a while ago, and she's fine with us dating. My ex-boyfriend, Paul, broke up with Jennifer, and she's devastated about it. Peter and I are going through a rough patch in our relationship. All of a sudden, Paul is in ""love"" with me, and he wants me back. I don't know what to do because I can't hurt my friend or my boyfriend, but I think I might Paul again.",relationship_support,"Ndi kumwe n'uyu mugabo witwa Peter. Umukunzi wanjye Jennifer yari asanzwe amuhura na we kera, kandi we nta kibazo na kimwe afite natwe dukundana. Umukunzi wanjye wa mbere Paul yatandukanye na Jennifer, kandi arababaye cyane. Peter nanjye turi mu bihe bigoye mu mubano wacu."
My boyfriend called me a particular profanity and I broke up with him. This is the third time he's called me this and I'm just completely done with giving him chances. He knows how much it bothers me. I just want to know if I'm over reacting.,relationship_support,"Umukunzi wanjye yambwiye ko ari amagambo y'ibinyoma, maze ndamuca inyuma, ubu ni ubwa gatatu ambwiye atyo, kandi ndangije kumuhera amahirwe."
"My boyfriend is in Ireland for 11 days, and I am an emotional wreck.",relationship_support,"Umukobwa nakundaga amaze iminsi 11 muri Irilande, kandi ndumva nta cyo maze."
"I have high functioning autism and I have been on a lot of dating sites like meet me, match, and zoosk. I haven't had any luck on any of the dating sites I have been on.
    I really want a boyfriend but I don't know what I should do. I just want to be in a relationship. How can I meet someone?",relationship_support,"Mfite ubumuga bwo kwifata nabi cyane kandi nagiye ku mbuga nyinshi zo gukundana nka Meet Me, Match, na Zoosk. Nta n'umwe muri izo mbuga nagiyeho wagize amahirwe. Nashakaga cyane umukunzi ariko sinzi icyo nakora. Nifuza gusa kuba mu mubano."
We've been in a long distance relationship for two and a half years. I recently saw his phone and saw the people he texts the most and one of them was a female coworker. I don't know how to approach this situation. How do I ask him about it?.,relationship_support,"Twari tumaze imyaka ibiri n'igice dufitanye ubucuti, mu minsi ishize nabonye telefoni ye, mbona abantu yandikiraga ubutumwa bwinshi, umwe muri bo akaba yari umukozi mugenzi we w'umugore. Sinzi uko nahangana n'iki kibazo."
"We weren't long distance until he joined the military. I love him and I know he loves, me but it's complicated. He said he's not going to find someone else, but I'm afraid. How do I keep our relationship going?",anxiety_worry,"Twari tubanye neza kugeza igihe yinjiriye mu gisirikare. ndamukunda kandi nzi ko ankunda, ariko biragoye."
"Over a year ago I had a female friend. She turned out to be kind of crazy so I decided to stop talking to her. When she would call me I wouldn't answer the phone. This made my girlfriend really suspicious. She would ask me why I wouldn't ever answer that phone number. I told my girlfriend that I don't want to be friends with that other woman, but I don't think she believes me. How can I get my girlfriend to understand?",sadness_low_mood,"Umwaka ushize nari mfite umukunzi w'umukobwa. byaragaragaye ko ari umusazi ku buryo niyemeje kureka kumuvugisha. Igihe yahamagaraga sinitaba telefoni. Ibyo byatumye umukunzi wanjye atangira kunyikeka cyane. Yambaza impamvu ntashoboraga guhita mpindura kuri iyo nomero ya telefoni. Nabwiye umukunzi wanjye ko ntashaka kuba inshuti y'uwo wundi mugore, ariko sinzi ko anyemera. Nakora iki ngo umukunzi wanjye amenye?"
"My boyfriend and I have a toxic relationship due to his emotional and verbal abuse but he makes me feel like I could never find someone better, and that I can't be happy without him.
   How do I get away from this relationship?",relationship_support,"Jye n'umukunzi wanjye dufite umubano w'ubuhumekero bitewe n'uko yannyuzura mu buryo bw'ibyiyumvo no mu mvugo ariko bituma numva ko ntazigera nsanga umuntu mwiza, kandi ko ntashobora kugira ibyishimo ntamufite."
"We had great chemistry, but then he became distant. I had the feeling that I can't be without him. As soon as I felt the difference, I was scared to lose him. I started freaking out if he did not answer, thinking that something bad happened.",anxiety_worry,"Twakundaga kumenyana cyane, ariko nyuma yaho yaje kumperekeza. Numvaga ntashobora kubaho ntamufite."
"I’m in my early 20s. My ex’s parents are friends with them and have told them bad things about me. I left my ex due to an abusive situation, and they are making me look like I was the bad one.",relationship_support,"Ndi mu kigero cy'imyaka 20, ababyeyi b'abahoze ari abavandimwe banjye ni incuti zabo kandi barababwira ibintu bibi ku birebana nanjye."
"Ever since I was little, I loved the idea of loving someone and spending my whole life with them. I treated everyone nice. For girls I liked, I would spend every second with them. It always ends the same way: “I like you as a friend,” or “I love your attention but not you.”",relationship_support,"Kuva nkiri muto, nakundaga igitekerezo cyo gukunda umuntu no kumarana n'ubuzima bwanjye bwose. Buri wese nagiriraga neza. Ku bakobwa nakundaga, nakundaga kumarana nabo buri cyinsi. Buri gihe birangira kimwe: Ndagukunda nk'inshuti, cyangwa Nkunda kwitabwaho kwawe ariko si wowe."
"I'm dating a guy I really love. We have our problems, but I could see myself with him long term. But there's this other guy who I've had feelings for for awhile now. He gives me butterflies when we talk, and my heart beats fast when I see he's texted me, which i never felt with my current boyfriend.",overwhelmed_identity,"Mfite umugabo nkunda cyane, dufite ibibazo, ariko nshobora kwibona turi kumwe mu gihe kirekire, ariko hari undi mugabo nkunda kuva kera, anyereka ibishyimbo iyo tuganira, umutima wanjye ukomeza kuntera umuvuduko igihe mbonye ko yanyoherereje ubutumwa, ibyo sinigeze mbyumvaho n'umukunzi wanjye."
"My ex-boyfriend and I have been back and forth for over a year now. He's in his late 20s, divorced for like five years now with two kids. He has a lot of narcissistic behaviors. He lies and cheats, but I love him. I've tried to date other people, but I always go back to him.",relationship_support,"Njye n'umusore twigeze gukundana tumaranye umwaka urenga. Afite imyaka 20 irenga, amaze imyaka itanu atanye n'abana babiri."
"I'm in a relationship, but I feel like I'm always putting more into it and not getting reciprocated. My ex told me that I will never find anyone else, and that's lingering in the back of my mind.",relationship_support,"Ndi mu rukundo, ariko numva buri gihe nshyiraho byinshi kandi ntishyirwe mu mwanya w'abandi."
I blame my past relationship for it. I know it is bad to be this way. I want to get past it.,relationship_support,"Nshimishwa n'uko ibyo ari bibi, kandi nifuza kubirengagiza."
"I am currently suffering from erectile dysfunction and have tried Viagra, Cialis, etc. Nothing seemed to work. My girlfriend of 3 years is very sexually frustrated. I told her that it is okay for her to have sex with other men. Is that really okay?",relationship_support,"Ubu ndwaye indwara yo kudakora neza mu mubiri kandi nagerageje Viagra, Cialis n'ibindi. Nta kintu na kimwe cyasaga n'aho cyakomeje. Umukunzi wanjye w'imyaka 3 afite agahinda kenshi mu by'igitsina. Namubwiye ko gukora imibonano mpuzabitsina n'abandi bagabo nta kibazo afite."
"I've been with him for a couple months. We will talk everyday and he will get mad over something I will say and not talk to me. We have our great moments, but I just need to focus on my personal situations, and I feel he is slowing me down with that. I still wanna be with him, but not now.",sadness_low_mood,"Mfite amezi make ndi kumwe na we. Tuzavugana buri munsi kandi azarakara kubera ikintu runaka nzavuga ntangeze. Dufite ibihe byiza, ariko ngomba kwibanda ku mimerere yanjye bwite, kandi numva ari kuntera hasi. Ndacyashaka kuba ndi kumwe na we, ariko si ubu."
"I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been dating 3 weeks but I like him a lot.",sadness_low_mood,"Namenye ko umukunzi wanjye afata imiti yo kurwanya kwiheba, mu minsi ishize avuga ko afite ibintu byinshi mu mutwe, kandi ko akeneye igihe cyo kutwibwira."
Me and the father of my child have been dating for a year. We had a big argument and at first he wanted to work it out. But with time he started asking others and they told him to leave me. Now he wants me to wait on him to mature. He wants to talk to other people. Then come back in four years. He doesn't want to deal with me while I'm pregnant. He doesn't take me to the doctor or anything. I feel alone. How do I handle this situation?,relationship_support,"Njye na se w'umwana wanjye tumaze umwaka dukundana. Twaharaniraga cyane, mu mizo ya mbere yifuzaga kubikemura. Ariko nyuma y'igihe yatangiye gusaba abandi bakamubwira ko agomba kunsiga. Ubu ashaka ko namurindira kugeza aho amariye gukura. Yifuza kuganira n'abandi bantu. Hanyuma akagaruka mu myaka ine. Ntiyifuza kunshakira inama nkiri inda. Ntiyantwara kwa muganga cyangwa ikindi kintu icyo ari cyo cyose. Numva ndi jyenyine."
I have several issues like I don't like people. They make me sick. I have issues with talking to people. I feel like they are talking about me and making fun of me. I have felt this way for years. When I look people in the eyes I have voices that tell me to hurt them and if I don't stop looking at who I am talking to it gets so loud I can't hear what they are saying. I just stay away from people to avoid this. I look at people and think how I could hurt them. I feel like I am worthless and would be better off not in this world where I don't fit in. Every day I wake up it's like another day. Any info would be good.,sadness_low_mood,"Mfite ibibazo byinshi nk'ibyo: sinkunda abantu. Biranshangisha. Mfite ibibazo byo kuganira n'abantu. Numva ko bavuga ibyanjye kandi bakanseka. Numva meze ntyo mu myaka myinshi. Iyo ndebye abantu mu maso, numva ijwi rimubwira ngo mbakore nabi, kandi iyo ntaretse kureba uwo mvuga birumvikana cyane ku buryo ntumva ibyo bavuga. Ndahungabana n'abantu kugira ngo nirinde ibi. Ndareba abantu nkibaza uko nabababaza. Numva nta cyo maze kandi byaba byiza mbayeho"
"I was in a relationship with him for three years. My mom doesn't like it because she thinks I'm making a mistake. He got married a few months after we broke up, and now he is divorced. I forgave him for what he did in the past, and he says he’s sorry and he really loves me. I love him too, but is it bad that I'm giving him a second chance again?",relationship_support,"Nari mfitanye umubano na we imyaka itatu. Mama ntiyishimira ko ndimo gukora ikosa. Yashyingiranywe nyuma y'amezi make dutandukanye, none ubu yaratanye. Namuhariye ibyo yakoze mu gihe cyahise, kandi avuga ko ababajwe n'ibyo yakoze kandi ko ankunda by'ukuri. Nanjye ndamukunda, ariko se byaba ari bibi ko ndamuha amahirwe ya kabiri?"
"I am currently living in a hotel and I don’t have a family. I met a guy a month ago. He is a bisexual. He has a lot of gay friends on social networking sites. He would not help pay for the room. When I asked for the TV remote control, he threw it elsewhere and asked me to get it. I slapped him and asked him to leave my room. We recently just got back together. One time I was sick. He came to visit and feed me but left no money. Then he texts me and brags about his house and car knowing that I have struggles living at a hotel. He says that he has a whole house where he can put me in and orders me to text him whenever I need someone to have sex with. He left his bath soap so he could come and get it. I think that he is trying to find a way to come back. Please help me. What’s going on? I am a good, loyal woman. Why is he treating me like this?",relationship_support,"Ubu mba muri hoteli nta n'umuryango mfite. Mperutse guhura n'umusore umwe. Ni umugabo w'igitsina gore. Afite inshuti nyinshi z'abaryamana bahuje igitsina ku mbuga nkoranyambaga. Ntiyari gufasha kwishyura icyumba. Igihe nasabaga televiziyo ya kure, yarayiroshye ahandi ansabye kuyitora. Namukubise nkamusaba kuva mu cyumba cyanjye. Twahise dusubira hamwe."
